OG0001871	macromolecule glycosylation
OG0000599	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors. It is involved in the biological process described with oxidation-reduction process
OG0000978	Belongs to the glycosyl hydrolase 3 family
OG0004968	RNA pseudouridylate synthase
OG0007665	Belongs to the DEAD box helicase family
OG0001272	methyltransferase activity
OG0003350	Belongs to the BI1 family
OG0004754	alpha-1,4-glucan synthase activity
OG0000934	Belongs to the class I-like SAM-binding methyltransferase superfamily. Erg6 SMT family
OG0000438	protein tyrosine/serine/threonine phosphatase activity
OG0001386	alanine aminotransferase
OG0003881	pantoate-beta-alanine ligase activity
OG0000873	Wu fj29h11
OG0006915	Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A.19) family
OG0006206	EF-hand domain pair
OG0005671	microtubule depolymerization
OG0003226	Leucine-rich repeats, outliers
OG0002978	pyrimidine dimer repair by nucleotide-excision repair
OG0002002	(GTP)-binding protein
OG0003184	50S ribosome-binding GTPase
OG0003908	CCCH-type zinc fingerfamily protein with RNA-binding domain
OG0002211	GH3 domain containing
OG0005947	Beige/BEACH domain
OG0006611	CCR4-NOT transcription complex subunit 1 TTP binding domain
OG0002961	Major facilitator superfamily domain-containing protein
OG0001737	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family
OG0002075	regulation of cardiac conduction
OG0003550	Peptidase family M41
OG0001434	fructosamine metabolic process
OG0006027	linker between RRM2 and RRM3 domains in RBM39 protein
OG0002390	FKBP-type peptidyl-prolyl cis-trans isomerase
OG0000279	Histone deacetylase
OG0001968	Belongs to the enoyl-CoA hydratase isomerase family
OG0007151	isovaleryl-CoA dehydrogenase activity
OG0002353	ubiquitin conjugating enzyme activity
OG0005746	Glucosidase 2 subunit
OG0004639	Proton-dependent Oligopeptide Transporter (POT) Family. Source PGD
OG0004198	ring finger protein 114
OG0005152	3-oxo-5-alpha-steroid 4-dehydrogenase
OG0003158	Macro domain
OG0006155	Lytic transglycolase
OG0001173	Radical S-adenosyl methionine domain-containing protein 2
OG0002460	Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family
OG0003019	carboxylase
OG0006164	Enoyl-(Acyl carrier protein) reductase
OG0000349	Prolyl 4-hydroxylase alpha subunit homologues.
OG0000402	nucleic acid binding
OG0005389	Acyl-coenzyme A thioesterase 9
OG0005387	C factor cell-cell signaling protein
OG0000089	P-loop containing dynein motor region D4
OG0005017	amino acid
OG0002646	Acyl-CoA dehydrogenase, N-terminal domain
OG0000559	Saccharopine dehydrogenase-like oxidoreductase-like
OG0002610	Caspase domain
OG0006480	Centrosomal protein
OG0000799	peptidyl-asparagine hydroxylation
OG0001205	negative regulation of mRNA splicing, via spliceosome
OG0002441	Belongs to the glycosyl hydrolase 5 (cellulase A) family
OG0006008	Acid phosphatase homologues
OG0006303	RED-like protein N-terminal region
OG0000166	lysyl-tRNA synthetase
OG0004312	protein ubiquitination
OG0000171	glycosylceramidase activity
OG0001472	Sec23/Sec24 beta-sandwich domain
OG0002298	Chloroplast import apparatus Tic20-like
OG0005909	Metallopeptidase family M24
OG0002776	4Fe-4S single cluster domain
OG0000006	PFAM short-chain dehydrogenase reductase SDR
OG0006341	positive regulation of catalytic activity in other organism involved in symbiotic interaction
OG0001244	Calponin domain-containing protein. Source PGD
OG0005542	alpha-N-acetylglucosaminidase activity
OG0001164	phosphoglucomutase activity
OG0006141	biotin lipoate A B protein ligase
OG0001318	3-oxoacid CoA-transferase activity
OG0006661	Putative tRNA binding domain
OG0001186	negative regulation of cell death
OG0000968	Belongs to the peptidase C19 family
OG0006698	protein serine/threonine kinase activity
OG0000343	-
OG0003067	Chromate
OG0006596	phosphatidylinositol catabolic process
OG0004200	Mitochondrial ribosomal protein L27
OG0002361	D-2-hydroxyglutarate dehydrogenase, mitochondrial. Source PGD
OG0004169	solute carrier family 2 (facilitated glucose transporter), member 10
OG0000086	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family
OG0001789	Ca2 Cation Antiporter (CaCA) Family. Source PGD
OG0006984	Aldo/keto reductase family
OG0000274	Chloride channel protein
OG0000097	Belongs to the ubiquitin-conjugating enzyme family
OG0000242	Lectin-domain containing receptor kinase
OG0007267	nucleotide catabolic process
OG0004941	Serine/Threonine protein kinases, catalytic domain
OG0006679	Serine hydrolase involved in the detoxification of formaldehyde
OG0002783	adenosylhomocysteinase
OG0006401	importin subunit
OG0004708	to the hyi family
OG0006534	proton-transporting ATP synthase complex assembly
OG0004725	TIGRFAM channel protein, hemolysin III family
OG0005479	sulfuric ester hydrolase activity
OG0002716	tRNA (adenine-N6-)-methyltransferase activity
OG0005043	microtubule nucleation
OG0000747	RNA recognition motif 2
OG0000180	structural constituent of cytoskeleton
OG0001139	amino acid transmembrane transporter activity
OG0005980	Domain of unknown function (DUF3449)
OG0004983	ER membrane protein complex subunit
OG0002499	Ectonucleoside triphosphate diphosphohydrolase 1
OG0005281	TPR repeat
OG0005119	Belongs to the peptidase C19 family
OG0000243	prolyl 4-hydroxylase
OG0001635	serine arginine-rich splicing factor
OG0007413	phosphoacetylglucosamine mutase activity
OG0002723	Belongs to the peptidase S33 family
OG0002843	SKIP/SNW domain
OG0001224	WD40 repeats
OG0006577	Belongs to the peptidase C2 family
OG0001892	26S proteasome non-ATPase regulatory subunit
OG0002996	serine-type endopeptidase activity
OG0007643	Belongs to the peroxisomal membrane protein PXMP2 4 family
OG0006956	PGAM family member 5, mitochondrial serine threonine protein phosphatase
OG0003526	TIGRFAM cysteine desulfurase family protein
OG0006740	Patatin-like phospholipase. Source PGD
OG0004328	hydrolase activity, acting on ester bonds
OG0002747	ubiquitin-protein transferase activity
OG0001177	hormone-mediated apoptotic signaling pathway
OG0002060	Calcium-binding protein
OG0001558	cyclin-P3-1-like
OG0002907	cassette sub-family B
OG0000277	Signal recognition particle receptor beta subunit
OG0000440	-
OG0000544	Core histone H2A/H2B/H3/H4
OG0001651	ZIP Zinc transporter
OG0006983	DnaJ domain protein. Source PGD
OG0000455	Adenylate and guanylate cyclase catalytic domain-containing protein
OG0003807	Rhodanese-like domain
OG0002389	Belongs to the class-II DAHP synthase family
OG0001926	PFAM single-stranded nucleic acid binding R3H domain protein
OG0000808	Lipase (class 3)
OG0001087	DnaJ domain protein
OG0000054	COBW domain-containing protein
OG0002509	Leucine-rich repeat
OG0003373	Exostosin family
OG0000103	lysine N-methyltransferase activity
OG0000584	Minichromosome maintenance 9 homologous recombination repair factor
OG0007118	spindle assembly checkpoint
OG0000150	ubiquitin-protein transferase activity
OG0000445	microtubule nucleation
OG0005497	Rhodanese-like domain-containing protein
OG0002272	exonuclease mut-7 homolog
OG0000134	Haem-NO-binding
OG0004513	Quinonoid dihydropteridine reductase
OG0007100	Vacuolar ATP synthase subunit D
OG0001283	alanyl-tRNA aminoacylation
OG0001585	tRNA (guanine-N1)-methyltransferase
OG0002032	Protein tyrosine kinase
OG0000430	Belongs to the protein kinase superfamily
OG0001090	uvr8 uvr8 (uvb-resistance 8)
OG0001575	Taurine catabolism dioxygenase TauD, TfdA family
OG0002455	May be involved in fusion of retrograde transport vesicles derived from an endocytic compartment with the Golgi complex
OG0002433	Histone-binding protein RBBP4 or subunit C of CAF1 complex
OG0006211	ribosomal protein
OG0006518	Gelsolin repeat
OG0000082	transferase activity, transferring hexosyl groups
OG0001736	Source PGD
OG0001967	serine-type exopeptidase activity
OG0007269	isoform X1
OG0002863	Conserved hypothetical ATP binding protein
OG0006241	3',5'-cyclic-nucleotide phosphodiesterase activity
OG0004115	Protease Do-like 9
OG0004081	Belongs to the eukaryotic ribosomal protein eL15 family
OG0002911	GTPase activator activity
OG0000174	hydroxylamine reductase activity
OG0007660	Cytochrome b5
OG0001176	protein folding
OG0000834	prolyl 4-hydroxylase
OG0001188	spliceosomal complex assembly
OG0003699	alpha/beta hydrolase fold
OG0000899	helix_turn_helix, Lux Regulon
OG0003597	methenyltetrahydrofolate cyclohydrolase activity
OG0000342	ATP binding to DnaK triggers the release of the substrate protein, thus completing the reaction cycle. Several rounds of ATP-dependent interactions between DnaJ, DnaK and GrpE are required for fully efficient folding. Also involved, together with DnaK and GrpE, in the DNA replication of plasmids through activation of initiation proteins
OG0000621	RNA-binding protein mei2 homologue
OG0005019	Molecular chaperone DnaJ
OG0003732	Mitochondrial carrier protein
OG0007468	-
OG0001385	Trypsin
OG0001643	Source PGD
OG0000128	calcium-dependent cysteine-type endopeptidase activity
OG0004165	PFAM oxidoreductase domain protein
OG0002057	macromolecule glycosylation
OG0001919	Belongs to the DHHC palmitoyltransferase family
OG0000719	Isocitrate dehydrogenase NADP-dependent, monomeric type
OG0005753	propanoyl-CoA C-acyltransferase activity
OG0007013	interleukin-8 biosynthetic process
OG0000631	high mobility group
OG0000733	2-aminoadipate transaminase activity
OG0001948	Regulator of chromosome condensation (RCC1) repeat
OG0002854	Protein tyrosine kinase
OG0001633	SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain
OG0003083	General transcription factor that functions at the core of the DNA-binding multiprotein factor TFIID. Binding of TFIID to the TATA box is the initial transcriptional step of the pre- initiation complex (PIC), playing a role in the activation of eukaryotic genes transcribed by RNA polymerase II
OG0000018	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
OG0000229	Ferredoxin--NADP reductase
OG0001877	BTB/POZ domain
OG0002546	homoserine dehydrogenase activity
OG0005385	gamma-butyrobetaine dioxygenase activity
OG0004736	heme-transporting ATPase activity
OG0004866	Cobalamin synthesis protein cobW C-terminal domain
OG0000681	enoyl-CoA delta isomerase 2
OG0007024	Sugar fermentation stimulation protein
OG0004015	polypeptide N-acetylgalactosaminyltransferase activity
OG0003420	myosin light chain kinase activity
OG0003607	3-oxo-5-alpha-steroid 4-dehydrogenase
OG0002873	Belongs to the ALG6 ALG8 glucosyltransferase family
OG0002829	Helicase and polymerase-containing protein
OG0002656	5-formyltetrahydrofolate cyclo-ligase-like protein COG0212
OG0001399	Protein kinase domain
OG0003398	fatty acid amide hydrolase activity
OG0004921	Belongs to the class I-like SAM-binding methyltransferase superfamily. RNA M5U methyltransferase family
OG0007216	66 kDa stress
OG0004501	Domain of unknown function (DUF4743)
OG0006959	Uncharacterised protein family UPF0066
OG0003334	Peptidase M16C associated
OG0000321	GTP-ase activating protein
OG0002908	Alkylated DNA repair protein
OG0003821	Source PGD
OG0005585	ATP-dependent RNA helicase
OG0004984	tRNA (Guanine-1)-methyltransferase
OG0007567	26S Proteasome
OG0003817	glycine-rich protein
OG0000258	fumarate reductase
OG0002374	protein N-terminus binding
OG0000628	positive regulation of mRNA splicing, via spliceosome
OG0001024	ribosomal protein
OG0004552	C-4 methylsterol oxidase activity
OG0003547	long-chain fatty acid transporter activity
OG0000458	COG1028 Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)
OG0002882	ribosomal protein
OG0000306	DNA excision repair protein ERCC-6-like 2
OG0000312	Belongs to the peptidase S16 family
OG0006152	mitotic sister chromatid biorientation
OG0002560	ADP-ribosylglycohydrolase
OG0006697	BTB/POZ domain
OG0001247	In eubacteria ppGpp (guanosine 3'-diphosphate 5-' diphosphate) is a mediator of the stringent response that coordinates a variety of cellular activities in response to changes in nutritional abundance
OG0001068	Cell cycle regulator protein
OG0000008	ATP binding to DnaK triggers the release of the substrate protein, thus completing the reaction cycle. Several rounds of ATP-dependent interactions between DnaJ, DnaK and GrpE are required for fully efficient folding. Also involved, together with DnaK and GrpE, in the DNA replication of plasmids through activation of initiation proteins
OG0006613	7-hydroxymethyl chlorophyll a reductase
OG0001459	Heat shock chaperonin-binding motif.
OG0000238	glycine hydroxymethyltransferase activity
OG0002175	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides
OG0000314	Protein kinase domain
OG0005319	Belongs to the glycosyl hydrolase 3 family
OG0000746	Belongs to the phosphoglycerate mutase family
OG0000944	Diacylglycerol kinase
OG0002968	EF-hand domain
OG0000936	Belongs to the glycosyl hydrolase 13 family
OG0004103	methyltransferase activity
OG0003437	Ras family
OG0000479	Protein phosphatase 2C
OG0006254	CAAX prenyl protease N-terminal, five membrane helices
OG0005774	Hydroxyproline-rich glycoprotein family protein
OG0004029	voltage-gated chloride channel activity
OG0002750	Protein tyrosine kinase
OG0000170	Specifically methylates the N4 position of cytidine in position 1402 (C1402) of 16S rRNA
OG0000843	Domain of unknown function DUF21
OG0007126	Cytokinin hydroxylase-like
OG0006451	alpha-galactosidase activity
OG0000189	phosphopantetheine binding
OG0003599	serine-type endopeptidase inhibitor activity
OG0000138	Zinc finger, C3HC4 type family protein
OG0001768	COG1218 3'-Phosphoadenosine 5'-phosphosulfate (PAPS) 3'-phosphatase
OG0001974	Belongs to the MsrB Met sulfoxide reductase family
OG0002808	Chorismate mutase
OG0005740	Ribosomal protein P0 is the functional equivalent of E.coli protein L10
OG0001142	DNA clamp loader activity
OG0003073	COG0457 FOG TPR repeat
OG0002670	NEDD8 transferase activity
OG0007188	ferrochelatase activity
OG0001416	factor 2
OG0002573	arogenate dehydratase activity
OG0000780	cytidylyltransferase
OG0003513	endoplasmic reticulum tubular network membrane organization
OG0004386	Methylates the 2'-O-ribose of nucleotides at positions 32 and 34 of the tRNA anticodon loop of substrate tRNAs
OG0000138	Ring finger protein
OG0005495	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family
