OG0002766	Durusdinium17035	K14569
OG0000759	Durusdinium11307	K00164
OG0005193	Durusdinium34999	K14424
OG0002131	Durusdinium34972	K12640
OG0001416	Durusdinium55040	K13444
OG0005896	Durusdinium34123	K01276
OG0007447	Durusdinium34706	K00942
OG0001224	Durusdinium10373	K12662
OG0003168	Durusdinium19181	K12580
OG0005589	Durusdinium511	K10737
OG0000191	Durusdinium26947	K04739
OG0000085	Durusdinium40969	K17943
OG0006777	Durusdinium3178	K21121
OG0003868	Durusdinium10956	K24253
OG0000150	Durusdinium53388	K19041
OG0004353	Durusdinium28542	K25166
OG0002014	Durusdinium16577	K17506
OG0006586	Durusdinium4494	K12443
OG0002678	Durusdinium27717	K15191
OG0000815	Durusdinium13903	K04986
OG0005215	Durusdinium27364	K13208
OG0000003	Durusdinium5281	K16726
OG0002566	Durusdinium28217	K24956
OG0005004	Durusdinium31798	K18740
OG0001980	Durusdinium29161	K01309
OG0001727	Durusdinium36324	K03094
OG0000580	Durusdinium29975	K08803
OG0002134	Durusdinium18134	K13696
OG0007116	Durusdinium21284	K26544
OG0005126	Durusdinium31141	K11625
OG0000195	Durusdinium34876	K17535
OG0003651	Durusdinium24890	K03217
OG0000005	Durusdinium52897	K17914
OG0002020	Durusdinium41157	K04954
OG0000657	Durusdinium26254	K14963
OG0000430	Durusdinium34992	K07376
OG0000166	Durusdinium20262	K04567
OG0007206	Durusdinium27077	K17803
OG0000649	Durusdinium6896	K15102
OG0001143	Durusdinium50438	K09510
OG0006053	Durusdinium7177	K19730
OG0006745	Durusdinium39596	K00326
OG0005490	Durusdinium31583	K03364
OG0000277	Durusdinium23301	K07874
OG0000008	Durusdinium17948	K03686
OG0004203	Durusdinium6737	K22763
OG0003536	Durusdinium24062	K05330
OG0001386	Durusdinium30564	K00814
OG0000213	Durusdinium21397	K22857
OG0002232	Durusdinium34282	K08151
OG0002868	Durusdinium29976	K02872
OG0005527	Durusdinium43140	K24175
OG0004471	Durusdinium8452	K00464
OG0004009	Durusdinium2215	K10875
OG0000336	Durusdinium35757	K15192
OG0004108	Durusdinium39064	K09181
OG0003876	Durusdinium49298	K14012
OG0001124	Durusdinium27801	K08811
OG0000008	Durusdinium22374	K09512
OG0003450	Durusdinium54486	K04718
OG0007403	Durusdinium46524	K02878
OG0003379	Durusdinium17600	K00981
OG0001891	Durusdinium29152	K00472
OG0001471	Durusdinium40006	K04615
OG0001883	Durusdinium27201	K00939
OG0000643	Durusdinium17242	K03242
OG0000003	Durusdinium27905	K09255
OG0007681	Durusdinium18854	K13335
OG0003598	Durusdinium31097	K03046
OG0001566	Durusdinium30758	K01886
OG0004490	Durusdinium5198	K10407
OG0004960	Durusdinium39702	K18798
OG0004484	Durusdinium15086	K12178
OG0000829	Durusdinium38743	K21866
OG0000978	Durusdinium8872	K05349
OG0000387	Durusdinium22612	K03178
OG0001303	Durusdinium20326	K06944
OG0000968	Durusdinium38436	K11838
OG0001980	Durusdinium28523	K01309
OG0005866	Durusdinium7771	K03593
OG0002038	Durusdinium17285	K00477
OG0000592	Durusdinium17024	K03327
OG0003401	Durusdinium25844	K06947
OG0000872	Durusdinium39502	K22684
OG0003285	Durusdinium37812	K26544
OG0001828	Durusdinium6542	K05546
OG0001872	Durusdinium35426	K02949
OG0000828	Durusdinium37806	K01180
OG0000643	Durusdinium40528	K02358
OG0004846	Durusdinium31773	K04905
OG0003382	Durusdinium38655	K07238
OG0006900	Durusdinium33150	K24795
OG0001856	Durusdinium3171	K23460
OG0000916	Durusdinium11603	K04854
OG0000255	Durusdinium26958	K08869
OG0000169	Durusdinium40927	K05110
OG0006813	Durusdinium42069	K19755
OG0006418	Durusdinium2383	K10799
OG0004179	Durusdinium37267	K12655
OG0003580	Durusdinium38253	K22721
OG0001626	Durusdinium29592	K20029
OG0005275	Durusdinium2011	K17535
OG0002138	Durusdinium37412	K06221
OG0002636	Durusdinium22670	K03320
OG0002628	Durusdinium28915	K02998
OG0000035	Durusdinium38728	K15259
OG0002725	Durusdinium10880	K01377
OG0001602	Durusdinium27661	K05656
OG0003555	Durusdinium33397	K15030
OG0003012	Durusdinium40701	K20103
OG0000011	Durusdinium37667	K12132
OG0006857	Durusdinium17979	K02836
OG0000342	Durusdinium16834	K03686
OG0001614	Durusdinium41450	K11088
OG0000389	Durusdinium7396	K10960
OG0007318	Durusdinium25216	K10770
OG0006401	Durusdinium29926	K14293
OG0001902	Durusdinium668	K23541
OG0000169	Durusdinium33181	K04427
OG0000067	Durusdinium23474	K01365
OG0000651	Durusdinium40285	K01179
OG0005566	Durusdinium10445	K10862
OG0005529	Durusdinium38178	K00234
OG0000006	Durusdinium19090	K12440
OG0000600	Durusdinium14191	K08796
OG0006655	Durusdinium29620	K11989
OG0000507	Durusdinium35524	K11625
OG0003941	Durusdinium10448	K01363
OG0000225	Durusdinium41005	K14683
OG0005119	Durusdinium36254	K11848
OG0006545	Durusdinium18003	K10799
OG0000283	Durusdinium38277	K00700
OG0001841	Durusdinium49826	K15104
OG0001461	Durusdinium29804	K20872
OG0005704	Durusdinium19186	K14403
OG0006027	Durusdinium46404	K13091
OG0001913	Durusdinium18024	K08830
OG0001191	Durusdinium7469	K02945
OG0006348	Durusdinium23441	K10799
OG0005968	Durusdinium48953	K17500
OG0000027	Durusdinium35641	K10406
OG0005169	Durusdinium43568	K10455
OG0001046	Durusdinium39116	K04512
OG0002388	Durusdinium50808	K00605
OG0004898	Durusdinium34695	K19613
OG0004816	Durusdinium8655	K06276
OG0004982	Durusdinium20641	K12132
OG0003039	Durusdinium40791	K11262
OG0007094	Durusdinium30495	K09255
OG0003797	Durusdinium23693	K03217
OG0001482	Durusdinium45888	K26544
OG0004964	Durusdinium30607	K06180
OG0000314	Durusdinium30209	K08794
OG0000017	Durusdinium35825	K04905
OG0004330	Durusdinium41608	K23330
OG0002102	Durusdinium38932	K11699
OG0002616	Durusdinium51765	K00326
OG0002815	Durusdinium39542	K16546
OG0001647	Durusdinium38035	K01195
OG0004601	Durusdinium16789	K14684
OG0000229	Durusdinium40810	K20526
OG0005212	Durusdinium43772	K04460
OG0002883	Durusdinium44179	K01764
OG0000038	Durusdinium36888	K24469
OG0003344	Durusdinium40310	K16747
OG0001266	Durusdinium2662	K00604
OG0000048	Durusdinium36518	K24427
OG0000935	Durusdinium1476	K01382
OG0000887	Durusdinium28054	K05681
OG0000765	Durusdinium54968	K08057
OG0000660	Durusdinium35096	K00922
OG0004042	Durusdinium14897	K05323
OG0001409	Durusdinium43040	K10956
OG0006332	Durusdinium37406	K06221
OG0003869	Durusdinium8365	K14018
OG0004958	Durusdinium21376	K01462
OG0000836	Durusdinium51873	K01760
OG0003646	Durusdinium53241	K03145
OG0002331	Durusdinium17293	K01179
OG0000352	Durusdinium35470	K11426
OG0005178	Durusdinium35125	K22991
OG0000678	Durusdinium28601	K11162
OG0001629	Durusdinium43171	K14411
OG0007265	Durusdinium48797	K13998
OG0005984	Durusdinium6563	K04564
OG0003008	Durusdinium9820	K10884
OG0000691	Durusdinium27777	K18418
OG0002623	Durusdinium43035	K12823
OG0000194	Durusdinium36870	K11855
OG0000435	Durusdinium18056	K12166
OG0000041	Durusdinium54843	K13412
OG0001860	Durusdinium22736	K00948
OG0000005	Durusdinium37755	K10392
OG0004366	Durusdinium7961	K09013
OG0000028	Durusdinium29409	K23330
OG0006214	Durusdinium37105	K09554
OG0005516	Durusdinium42104	K15278
OG0004025	Durusdinium19383	K21813
OG0006670	Durusdinium38469	K12132
OG0000403	Durusdinium39795	K18533
OG0003474	Durusdinium24181	K02867
OG0002189	Durusdinium15481	K01759
OG0001830	Durusdinium21347	K09259
OG0000296	Durusdinium34214	K12132
OG0000561	Durusdinium22792	K02979
OG0000065	Durusdinium30730	K06180
OG0005977	Durusdinium38534	K23257
OG0002540	Durusdinium28462	K19329
OG0006039	Durusdinium47940	K03686
OG0003809	Durusdinium1592	K14458
OG0003082	Durusdinium7277	K04986
OG0000648	Durusdinium27004	K00914
OG0002976	Durusdinium46121	K09554
OG0001242	Durusdinium22208	K00799
OG0005530	Durusdinium4391	K10849
OG0001329	Durusdinium2620	K04459
OG0003565	Durusdinium46409	K03029
OG0000033	Durusdinium37754	K10860
OG0001662	Durusdinium34390	K20151
OG0007392	Durusdinium14188	K11113
OG0000035	Durusdinium34311	K10799
OG0000689	Durusdinium27153	K11204
OG0004925	Durusdinium14460	K20800
OG0004889	Durusdinium23729	K19755
OG0007051	Durusdinium38612	K17839
OG0000761	Durusdinium24538	K07305
OG0005890	Durusdinium54260	K10614
OG0005045	Durusdinium7213	K08220
OG0005366	Durusdinium37551	K09459
OG0001591	Durusdinium40636	K25656
OG0001547	Durusdinium25811	K23741
OG0001532	Durusdinium39438	K10799
OG0004145	Durusdinium26999	K21806
OG0001981	Durusdinium51849	K08794
OG0000624	Durusdinium36674	K08869
OG0000603	Durusdinium27181	K01382
OG0005648	Durusdinium13573	K12405
OG0004071	Durusdinium26099	K25378
OG0001316	Durusdinium40365	K00106
OG0002269	Durusdinium6815	K12035
OG0000838	Durusdinium51763	K00218
OG0007379	Durusdinium4281	K02739
OG0000848	Durusdinium29033	K12389
OG0000113	Durusdinium52593	K04688
OG0003023	Durusdinium19147	K17710
OG0000005	Durusdinium16242	K10392
OG0000908	Durusdinium42829	K16602
OG0001755	Durusdinium15028	K08794
OG0000166	Durusdinium46507	K04567
OG0001548	Durusdinium6822	K21438
OG0000666	Durusdinium41493	K19755
OG0003824	Durusdinium22128	K14765
OG0002150	Durusdinium40383	K02716
OG0000614	Durusdinium37319	K19219
OG0007701	Durusdinium17563	K23966
OG0007209	Durusdinium19767	K19870
OG0003316	Durusdinium32319	K10394
OG0005279	Durusdinium38400	K16604
OG0000866	Durusdinium15785	K03978
OG0002622	Durusdinium32261	K06133
OG0000940	Durusdinium36830	K08869
OG0007089	Durusdinium17463	K03217
OG0002423	Durusdinium49437	K06234
OG0005833	Durusdinium5160	K01667
OG0005577	Durusdinium47232	K07889
OG0001428	Durusdinium13270	K11279
OG0000266	Durusdinium32466	K01201
OG0000240	Durusdinium29331	K05658
OG0006166	Durusdinium47223	K22746
OG0001345	Durusdinium35038	K11418
OG0005396	Durusdinium52275	K15029
OG0000978	Durusdinium20416	K05349
OG0001506	Durusdinium32488	K23025
OG0005427	Durusdinium11524	K00703
OG0003884	Durusdinium36348	K14779
OG0001319	Durusdinium33951	K13412
OG0000041	Durusdinium30649	K13412
OG0002409	Durusdinium13087	K09499
OG0002200	Durusdinium31192	K10840
OG0001473	Durusdinium23212	K01230
OG0000608	Durusdinium41303	K03798
OG0004532	Durusdinium34950	K01802
OG0004475	Durusdinium26570	K13523
OG0001781	Durusdinium46793	K19600
OG0006353	Durusdinium25516	K00587
OG0001810	Durusdinium31006	K14950
OG0003325	Durusdinium394	K25443
OG0000357	Durusdinium32943	K24205
OG0000016	Durusdinium37145	K06180
OG0000689	Durusdinium15345	K11204
OG0007093	Durusdinium25908	K01253
OG0001062	Durusdinium15762	K12132
OG0000125	Durusdinium18368	K25401
OG0007526	Durusdinium23357	K01915
OG0006886	Durusdinium22397	K00974
OG0006765	Durusdinium6239	K10580
OG0003337	Durusdinium46147	K01854
OG0001949	Durusdinium33534	K19750
OG0000214	Durusdinium35679	K14994
OG0007354	Durusdinium1082	K03327
OG0004077	Durusdinium50104	K03979
OG0000058	Durusdinium28643	K10423
OG0000153	Durusdinium28385	K00927
OG0002622	Durusdinium52446	K06133
OG0007582	Durusdinium10132	K05692
OG0007355	Durusdinium30681	K12410
OG0000929	Durusdinium35178	K00344
OG0000673	Durusdinium54733	K00108
OG0002220	Durusdinium22502	K00006
OG0000084	Durusdinium54409	K03257
OG0007400	Durusdinium36373	K04739
OG0001316	Durusdinium38588	K00106
OG0000369	Durusdinium40222	K00699
OG0002994	Durusdinium17451	K00432
OG0000628	Durusdinium24980	K13207
OG0000588	Durusdinium53304	K16780
OG0006268	Durusdinium31146	K03800
OG0003533	Durusdinium21392	K08568
OG0002188	Durusdinium41764	K17725
OG0001503	Durusdinium7963	K11187
OG0000014	Durusdinium35305	K06269
OG0000784	Durusdinium37986	K00710
OG0001063	Durusdinium39422	K08622
OG0003211	Durusdinium22538	K12176
OG0000123	Durusdinium39164	K04515
OG0000174	Durusdinium41350	K03737
OG0000471	Durusdinium40900	K24469
OG0005686	Durusdinium25545	K02151
OG0000459	Durusdinium25255	K04856
OG0003019	Durusdinium8757	K01969
OG0000836	Durusdinium21761	K01758
OG0000190	Durusdinium1866	K04459
OG0003582	Durusdinium19040	K11885
OG0001088	Durusdinium26230	K01759
OG0000532	Durusdinium1223	K05389
OG0001236	Durusdinium33666	K14944
OG0000034	Durusdinium24675	K12818
OG0006030	Durusdinium7633	K26441
OG0000947	Durusdinium1627	K17943
OG0005944	Durusdinium10466	K00145
OG0003040	Durusdinium28343	K12436
OG0002413	Durusdinium19871	K12471
OG0000626	Durusdinium21474	K10408
OG0001467	Durusdinium21781	K05681
OG0005271	Durusdinium29308	K03869
OG0002279	Durusdinium33975	K07427
OG0000799	Durusdinium7776	K18055
OG0003022	Durusdinium21936	K06176
OG0000954	Durusdinium2294	K22684
OG0004173	Durusdinium35389	K10536
OG0000090	Durusdinium11643	K13291
OG0000901	Durusdinium19880	K03929
OG0000119	Durusdinium15787	K04840
OG0004927	Durusdinium41549	K23563
OG0002646	Durusdinium7199	K09478
OG0007717	Durusdinium1261	K04515
OG0000163	Durusdinium25159	K04788
OG0003704	Durusdinium18261	K20472
OG0001471	Durusdinium40198	K04615
OG0000170	Durusdinium29731	K03438
OG0006211	Durusdinium8458	K02863
OG0002317	Durusdinium18288	K00905
OG0007315	Durusdinium32295	K11169
OG0002921	Durusdinium18586	K26938
OG0007724	Durusdinium36428	K19760
OG0001424	Durusdinium27889	K13619
OG0001615	Durusdinium33540	K03002
OG0001419	Durusdinium30041	K10589
OG0001093	Durusdinium54726	K01135
OG0000099	Durusdinium30782	K04851
OG0007148	Durusdinium15367	K27692
OG0003509	Durusdinium1276	K12811
OG0000787	Durusdinium15489	K25554
OG0000800	Durusdinium28304	K10746
OG0000441	Durusdinium19447	K03924
OG0004693	Durusdinium51590	K08866
OG0003377	Durusdinium20281	K08292
OG0004402	Durusdinium50091	K19757
OG0001578	Durusdinium37210	K19603
OG0006325	Durusdinium40494	K20295
OG0001388	Durusdinium28030	K22207
OG0006493	Durusdinium52212	K12394
OG0006421	Durusdinium28204	K08150
OG0005137	Durusdinium11900	K00799
OG0001868	Durusdinium39448	K03130
OG0000762	Durusdinium39619	K24680
OG0000975	Durusdinium35277	K01176
OG0001020	Durusdinium5703	K13813
OG0003654	Durusdinium38034	K10393
OG0000831	Durusdinium37926	K05016
OG0007303	Durusdinium36711	K03798
OG0003843	Durusdinium254	K06174
OG0007083	Durusdinium29722	K27682
OG0007614	Durusdinium30108	K17506
OG0001671	Durusdinium30278	K06948
OG0005296	Durusdinium24182	K11172
OG0005015	Durusdinium41498	K19680
OG0001250	Durusdinium41568	K15889
OG0004522	Durusdinium40909	K10392
OG0003491	Durusdinium49343	K17808
OG0005814	Durusdinium32949	K08582
OG0004297	Durusdinium50909	K03009
OG0003059	Durusdinium37303	K01657
OG0002624	Durusdinium31743	K14292
OG0003984	Durusdinium41620	K00797
OG0000583	Durusdinium26495	K14415
OG0000004	Durusdinium415	K08794
OG0005237	Durusdinium54504	K05275
OG0000442	Durusdinium44242	K24512
OG0006157	Durusdinium31005	K00856
OG0003258	Durusdinium29371	K10532
OG0000826	Durusdinium38683	K12603
OG0005093	Durusdinium26032	K11703
OG0006674	Durusdinium26493	K11968
OG0000021	Durusdinium38840	K22763
OG0001667	Durusdinium50396	K04460
OG0000347	Durusdinium8821	K09503
OG0000849	Durusdinium23430	K00434
OG0002535	Durusdinium22798	K17609
OG0003880	Durusdinium40003	K01190
OG0000374	Durusdinium54721	K07511
OG0004543	Durusdinium21261	K00658
OG0001354	Durusdinium13779	K17630
OG0001429	Durusdinium17898	K11437
OG0000706	Durusdinium30523	K18703
OG0007187	Durusdinium37891	K09456
OG0000356	Durusdinium25348	K08292
OG0001570	Durusdinium37773	K09510
OG0004094	Durusdinium38392	K15335
OG0002942	Durusdinium24847	K15777
OG0003714	Durusdinium20437	K17341
OG0003009	Durusdinium39791	K00557
OG0005668	Durusdinium37333	K13095
OG0002202	Durusdinium23688	K08592
OG0001615	Durusdinium42756	K03021
OG0000217	Durusdinium36983	K12168
OG0005132	Durusdinium18319	K02437
OG0007621	Durusdinium47065	K00306
OG0004934	Durusdinium46255	K12855
OG0004660	Durusdinium6574	K03025
OG0000433	Durusdinium8259	K21989
OG0006877	Durusdinium25016	K15015
OG0001497	Durusdinium19065	K08794
OG0000316	Durusdinium15231	K00088
OG0004536	Durusdinium54429	K24757
OG0003037	Durusdinium44935	K17795
OG0001897	Durusdinium22842	K00018
OG0004777	Durusdinium31926	K13720
OG0003394	Durusdinium35903	K14408
OG0003793	Durusdinium35486	K18749
OG0002041	Durusdinium22561	K17302
OG0002655	Durusdinium6000	K25058
OG0000307	Durusdinium11528	K09479
OG0003887	Durusdinium24872	K06639
OG0000929	Durusdinium41786	K00224
OG0002649	Durusdinium27306	K00045
OG0001900	Durusdinium36036	K11592
OG0000212	Durusdinium38165	K00706
OG0000016	Durusdinium38987	K06180
OG0001660	Durusdinium51719	K18932
OG0001526	Durusdinium52494	K24205
OG0000735	Durusdinium39365	K03686
OG0000082	Durusdinium55035	K25230
OG0006498	Durusdinium14907	K03500
OG0003352	Durusdinium10148	K15259
OG0000885	Durusdinium13054	K12573
OG0007470	Durusdinium40642	K11493
OG0000517	Durusdinium17231	K01208
OG0001454	Durusdinium36545	K26544
OG0007620	Durusdinium53303	K22390
OG0005564	Durusdinium10505	K12132
OG0000335	Durusdinium39897	K05667
OG0005888	Durusdinium35557	K11996
OG0003336	Durusdinium28382	K07376
OG0003925	Durusdinium19869	K14458
OG0002238	Durusdinium54723	K05181
OG0006126	Durusdinium38192	K14801
OG0005441	Durusdinium46655	K00948
OG0004403	Durusdinium21471	K12605
OG0005190	Durusdinium8395	K08683
OG0006697	Durusdinium27530	K21918
OG0005227	Durusdinium32663	K05283
OG0000502	Durusdinium21702	K17681
OG0000599	Durusdinium36452	K09592
OG0002101	Durusdinium33572	K01092
OG0003595	Durusdinium36376	K01079
OG0000004	Durusdinium18361	K13412
OG0001463	Durusdinium52734	K08287
OG0002898	Durusdinium13165	K01178
OG0002757	Durusdinium16008	K14803
OG0001482	Durusdinium29138	K26544
OG0006512	Durusdinium6861	K09838
OG0006866	Durusdinium34019	K06176
OG0004888	Durusdinium28338	K12421
OG0000141	Durusdinium36301	K25897
OG0007309	Durusdinium25409	K04892
OG0005749	Durusdinium17137	K10598
OG0007380	Durusdinium424	K16487
OG0004861	Durusdinium31533	K02357
OG0001192	Durusdinium55633	K01673
OG0001057	Durusdinium37814	K01369
OG0001791	Durusdinium48023	K17500
OG0000967	Durusdinium52133	K12891
OG0000464	Durusdinium38707	K10645
OG0007069	Durusdinium13049	K09500
OG0000817	Durusdinium38873	K02865
OG0006996	Durusdinium25990	K05681
OG0000350	Durusdinium31305	K13806
OG0006856	Durusdinium31160	K15403
OG0006245	Durusdinium28018	K19607
OG0004549	Durusdinium6668	K22762
OG0004770	Durusdinium38696	K10392
OG0001071	Durusdinium53068	K23539
OG0000791	Durusdinium39034	K00873
OG0006591	Durusdinium135	K14379
OG0001909	Durusdinium30011	K16458
OG0007290	Durusdinium35785	K10908
OG0006986	Durusdinium33166	K03639
OG0006086	Durusdinium40364	K05665
OG0006105	Durusdinium46545	K23344
OG0000457	Durusdinium9526	K16608
OG0002598	Durusdinium25360	K09255
OG0002995	Durusdinium10533	K02303
OG0000207	Durusdinium31625	K12492
OG0005829	Durusdinium33704	K00059
OG0002906	Durusdinium19015	K04908
OG0000553	Durusdinium36406	K06158
OG0000319	Durusdinium9367	K03773
OG0002410	Durusdinium31092	K03165
OG0006031	Durusdinium49714	K02372
OG0005021	Durusdinium33014	K04799
OG0000346	Durusdinium26046	K15261
OG0007334	Durusdinium28522	K17508
OG0000591	Durusdinium38176	K22754
OG0005974	Durusdinium35137	K16912
OG0004714	Durusdinium29791	K10144
OG0007203	Durusdinium55460	K10842
OG0001346	Durusdinium3577	K07115
OG0000074	Durusdinium54770	K04874
OG0001309	Durusdinium25594	K09255
OG0000439	Durusdinium40850	K17086
OG0005069	Durusdinium16825	K07442
OG0000807	Durusdinium33114	K14803
OG0000758	Durusdinium37650	K22763
OG0000350	Durusdinium10803	K13806
OG0000834	Durusdinium24224	K00472
OG0000066	Durusdinium18065	K17499
OG0000087	Durusdinium50007	K05534
OG0005352	Durusdinium7738	K09255
OG0007475	Durusdinium17879	K13288
OG0007200	Durusdinium31948	K00557
OG0003795	Durusdinium26929	K00557
OG0001470	Durusdinium18378	K16302
OG0000111	Durusdinium31103	K15192
OG0003635	Durusdinium7887	K08857
OG0000641	Durusdinium54492	K10393
OG0006145	Durusdinium32873	K01726
OG0005953	Durusdinium15944	K09166
OG0000968	Durusdinium30778	K11838
OG0000161	Durusdinium12569	K16465
OG0005173	Durusdinium10227	K07950
OG0001921	Durusdinium33324	K11066
OG0000548	Durusdinium34308	K10457
OG0000378	Durusdinium41695	K14454
OG0000244	Durusdinium34076	K11412
OG0000931	Durusdinium42837	K24928
OG0000273	Durusdinium32714	K20028
OG0007041	Durusdinium27868	K02258
OG0007020	Durusdinium17403	K08835
OG0006453	Durusdinium302	K03457
OG0000839	Durusdinium30984	K13526
OG0000052	Durusdinium21671	K04739
OG0001002	Durusdinium13070	K02875
OG0006902	Durusdinium44302	K20293
OG0002334	Durusdinium29022	K16186
OG0002532	Durusdinium11704	K26797
OG0000939	Durusdinium55510	K13354
OG0004033	Durusdinium41925	K00059
OG0002248	Durusdinium29813	K14824
OG0002066	Durusdinium24802	K22381
OG0000293	Durusdinium11211	K02978
OG0002177	Durusdinium51955	K01557
OG0000184	Durusdinium21595	K02183
OG0000183	Durusdinium34169	K07376
OG0003742	Durusdinium4475	K02257
OG0002135	Durusdinium26731	K24842
OG0000840	Durusdinium39360	K15504
OG0007114	Durusdinium33125	K22387
OG0007378	Durusdinium21859	K13412
OG0001349	Durusdinium26145	K08716
OG0001274	Durusdinium15736	K05841
OG0003965	Durusdinium23631	K00456
OG0000135	Durusdinium40204	K15502
OG0001521	Durusdinium31331	K01510
