OG0005813	K06630
OG0002788	K14560
OG0004627	K15110
OG0000917	K05349
OG0001497	K27751
OG0008981	K00569
OG0007020	K10703
OG0002736	K25611
OG0000870	K12483
OG0003616	K12132
OG0000873	K06631
OG0000305	K26163
OG0007938	K10396
OG0001201	K16675
OG0007381	K07573
OG0002922	K01126
OG0003539	K11749
OG0002428	K16297
OG0001162	K01803
OG0006723	K00826
OG0003572	K11481
OG0003376	K00294
OG0002762	K00362
OG0006169	K07579
OG0006410	K12878
OG0001334	K09259
OG0009390	K14549
OG0001353	K17710
OG0001763	K16900
OG0003600	K10446
OG0001217	K08798
OG0007232	K11971
OG0007578	K14292
OG0001542	K11097
OG0004528	K12181
OG0000401	K03066
OG0002353	K20472
OG0003772	K09527
OG0009224	K14856
OG0009125	K01845
OG0000197	K00615
OG0009986	K25792
OG0000117	K00700
OG0004462	K12580
OG0008746	K15171
OG0002909	K01775
OG0007054	K07115
OG0007251	K10878
OG0002929	K10569
OG0010029	K20151
OG0002168	K12472
OG0007819	K02324
OG0001315	K00821
OG0000172	K02540
OG0001153	K18055
OG0006318	K03679
OG0001344	K10799
OG0006679	K08582
OG0003224	K17981
OG0008598	K25475
OG0004659	K17506
OG0007718	K12405
OG0007284	K07393
OG0003785	K10455
OG0005962	K17609
OG0009630	K20367
OG0002154	K09255
OG0006650	K05754
OG0010043	K15016
OG0001547	K03686
OG0009586	K09255
OG0000659	K22588
OG0008651	K09580
OG0005551	K14379
OG0000362	K04955
OG0003707	K24512
OG0004110	K01148
OG0008740	K08176
OG0004823	K19603
OG0000235	K01178
OG0002634	K12848
OG0004060	K19423
OG0001546	K07243
OG0008056	K04936
OG0003187	K13755
OG0001308	K12460
OG0008720	K11103
OG0002786	K01619
OG0003858	K03292
OG0006953	K03500
OG0003810	K06173
OG0008366	K10866
OG0000466	K00362
OG0009759	K04564
OG0004832	K17609
OG0009981	K01365
OG0000214	K00323
OG0006839	K05864
OG0004661	K08770
OG0006758	K08794
OG0009424	K19678
OG0003765	K11804
OG0000047	K21868
OG0002930	K03364
OG0009367	K00142
OG0006548	K19756
OG0009174	K08869
OG0008010	K05300
OG0005063	K09571
OG0007878	K21358
OG0000706	K15074
OG0006737	K01114
OG0001005	K25166
OG0007770	K01802
OG0003835	K03841
OG0001199	K17839
OG0000721	K10413
OG0001423	K18498
OG0001278	K18595
OG0002104	K03215
OG0008953	K21200
OG0009542	K09259
OG0009023	K17562
OG0004877	K07375
OG0003921	K00874
OG0000022	K13026
OG0000075	K05657
OG0001443	K15631
OG0005568	K06072
OG0003303	K06180
OG0002114	K02371
OG0005031	K04043
OG0004259	K01488
OG0002169	K24795
OG0000520	K08056
OG0000149	K22372
OG0002616	K11450
OG0009779	K12857
OG0000025	K19036
OG0002055	K12460
OG0005431	K10478
OG0009286	K01674
OG0009681	K03671
OG0007784	K03457
OG0002664	K22282
OG0000987	K06228
OG0001898	K00383
OG0007550	K08794
OG0005803	K19029
OG0000634	K12598
OG0009999	K10408
OG0004210	K14807
OG0003145	K03978
OG0000941	K02979
OG0004519	K19513
OG0004281	K23460
OG0002550	K04554
OG0007599	K10393
OG0005395	K21358
OG0002169	K20242
OG0006952	K09553
OG0000033	K04885
OG0004352	K19329
OG0007558	K01465
OG0008302	K06180
OG0003449	K22614
OG0009598	K00344
OG0009190	K16465
OG0007429	K00965
OG0008432	K03978
OG0006315	K02604
OG0004605	K02259
OG0001374	K10380
OG0005058	K09506
OG0003979	K25686
OG0004424	K03768
OG0005885	K10615
OG0000120	K07151
OG0006126	K08958
OG0008518	K07146
OG0003348	K01262
OG0003931	K25587
OG0009382	K12400
OG0001212	K09511
OG0000810	K07300
OG0000866	K09259
OG0002210	K01379
OG0004066	K08062
OG0001529	K08794
OG0003394	K24735
OG0008627	K19953
OG0003887	K14209
OG0001783	K09540
OG0000229	K11426
OG0000797	K12375
OG0002266	K14966
OG0005103	K00058
OG0000273	K21989
OG0002247	K01687
OG0008751	K11971
OG0009082	K15275
OG0004757	K08515
OG0002574	K00383
OG0007488	K19656
OG0008077	K01662
OG0005927	K03098
OG0006979	K00472
OG0003733	K05857
OG0007853	K09592
OG0000044	K04854
OG0001751	K00483
OG0004928	K00472
OG0002970	K05849
OG0005710	K01953
OG0005901	K14379
OG0000105	K15276
OG0000857	K15335
OG0005656	K10088
OG0000668	K12132
OG0000316	K01768
OG0007110	K15272
OG0003816	K11850
OG0001962	K00889
OG0004540	K15027
OG0002512	K02371
OG0009399	K07752
OG0005054	K17341
OG0007326	K09571
OG0002830	K06207
OG0010113	K22372
OG0000832	K00164
OG0008568	K03686
OG0002491	K04421
OG0004536	K11972
OG0002499	K15281
OG0005119	K22858
OG0000033	K04875
OG0008355	K13412
OG0009894	K12613
OG0000224	K06180
OG0008825	K09680
OG0005235	K17339
OG0009197	K08150
OG0008486	K08857
OG0003201	K04373
OG0010048	K09510
OG0002518	K24758
OG0005451	K24174
OG0002879	K02736
OG0006293	K03325
OG0003787	K00940
OG0001733	K14442
OG0002971	K15028
OG0001373	K19882
OG0008461	K06965
OG0000028	K26157
OG0007502	K17619
OG0000806	K00898
OG0002262	K04412
OG0000406	K13412
OG0005178	K19398
OG0001269	K00078
OG0000071	K10799
OG0008031	K00856
OG0005118	K15451
OG0002502	K09255
OG0009272	K06959
OG0002454	K08900
OG0007135	K27165
OG0002148	K02846
OG0001571	K02940
OG0001089	K12834
OG0007158	K02357
OG0000228	K03259
OG0007240	K18764
OG0008775	K12348
OG0009499	K01749
OG0002773	K07759
OG0004621	K00762
OG0000454	K01338
OG0003339	K09255
OG0001370	K03350
OG0006190	K14297
OG0001129	K10407
OG0001726	K11592
OG0000174	K01382
OG0006201	K09255
OG0000022	K12820
OG0008239	K23490
OG0000573	K07376
OG0004808	K07127
OG0002936	K17943
OG0000519	K11481
OG0006385	K07478
OG0007227	K22763
OG0005911	K00145
OG0004245	K05665
OG0002106	K09488
OG0007364	K03260
OG0008986	K09773
OG0009262	K00472
OG0006393	K05760
OG0002698	K18649
OG0004576	K10615
OG0008128	K08794
OG0006195	K05929
OG0001729	K14648
OG0006639	K24437
OG0005920	K14849
OG0003003	K01557
OG0000299	K02985
OG0009124	K25792
OG0003676	K02433
OG0007807	K04794
OG0007322	K14430
OG0002433	K01580
OG0001283	K01875
OG0008191	K05181
OG0004623	K14963
OG0003927	K13431
OG0002320	K12627
OG0009823	K16726
OG0004300	K13208
OG0004475	K04851
OG0003609	K14015
OG0008055	K10770
OG0009028	K06632
OG0007882	K20028
OG0008321	K13896
OG0003753	K00699
OG0006613	K10446
OG0007664	K03246
OG0006356	K14556
OG0000845	K00471
OG0008361	K10635
OG0006747	K25166
OG0001652	K10754
OG0005544	K08151
OG0008923	K06672
OG0000470	K15503
OG0003836	K04986
OG0000015	K12823
OG0001871	K03235
OG0003459	K12845
OG0010090	K13356
OG0008199	K01613
OG0007716	K25442
OG0006908	K04459
OG0002017	K00021
OG0003883	K19499
OG0007673	K03842
OG0007531	K09259
OG0000808	K04371
OG0002323	K01480
OG0002653	K03762
OG0004967	K10251
OG0003465	K17710
OG0007653	K01802
OG0000779	K14326
OG0002670	K00559
OG0005986	K00059
OG0008760	K07376
OG0010094	K07889
OG0008710	K03695
OG0005186	K08803
OG0004793	K09255
OG0009747	K01092
OG0007886	K02886
OG0003000	K00274
OG0006962	K05791
OG0001163	K04956
OG0003888	K10398
OG0008476	K11252
OG0008570	K19760
OG0003795	K14379
OG0004687	K00858
OG0002756	K08738
OG0001128	K02219
OG0009436	K03014
OG0006975	K06002
OG0005689	K03028
OG0006918	K22614
OG0001096	K01869
OG0001082	K00318
OG0003079	K01056
OG0003812	K12440
OG0000208	K15666
OG0005287	K09540
OG0007838	K11848
OG0002064	K11968
OG0001526	K03676
OG0007404	K01726
OG0002572	K15026
OG0009840	K10407
OG0000392	K10592
OG0008987	K01015
OG0004044	K22767
OG0007721	K01016
OG0006398	K12445
OG0004382	K04740
OG0000440	K05012
OG0003026	K14947
OG0000896	K00249
OG0000643	K19600
OG0005030	K13615
OG0000377	K02945
OG0003427	K09580
OG0001372	K22068
OG0000430	K10659
OG0001842	K09554
OG0009209	K00224
OG0006562	K00477
OG0004008	K20164
OG0001536	K09828
OG0000465	K04371
OG0008752	K26544
OG0001991	K08848
OG0002659	K00547
OG0009240	K08576
OG0004360	K11594
OG0001286	K12858
OG0006701	K22763
OG0000265	K08956
OG0008427	K11323
OG0000500	K04345
OG0006166	K22647
OG0000447	K13412
OG0000257	K04077
OG0000234	K12410
OG0003964	K02867
OG0004958	K20843
OG0001745	K01809
OG0009780	K20726
OG0010165	K02183
OG0000321	K01079
OG0004829	K01626
OG0006685	K01599
OG0005174	K00059
OG0004048	K24030
OG0009846	K08994
OG0003073	K14165
OG0008097	K24942
OG0003895	K03238
OG0002652	K02887
OG0000263	K18703
OG0003180	K01462
OG0003533	K14079
OG0001806	K02437
OG0005727	K21814
OG0003517	K00948
OG0005824	K04902
OG0000175	K07513
OG0009345	K14458
OG0003143	K00969
OG0006716	K08835
OG0001649	K01259
OG0001032	K13753
OG0008747	K11857
OG0003157	K10798
OG0000439	K21059
OG0007153	K16726
OG0005523	K05884
OG0008599	K02258
OG0001015	K10370
OG0007572	K08287
OG0007069	K03109
OG0000993	K03281
OG0007116	K17584
OG0003243	K13111
OG0001109	K02885
OG0009138	K12272
OG0000023	K04421
OG0003709	K12829
OG0005695	K06258
OG0006738	K00058
OG0007477	K10268
OG0007291	K12492
OG0005698	K09554
OG0007848	K11416
OG0008088	K19755
OG0002345	K15889
OG0008548	K26537
OG0002886	K03686
OG0008429	K12603
OG0007873	K15255
OG0002279	K08830
OG0001586	K00018
OG0004963	K01760
OG0004236	K15264
OG0002300	K27692
OG0005530	K20417
OG0005950	K08960
OG0009287	K08991
OG0007091	K12876
OG0000743	K18418
OG0007928	K23541
OG0001516	K12844
OG0010162	K11172
OG0003894	K24745
OG0000530	K06636
OG0004422	K25192
OG0009244	K02320
OG0008807	K02325
OG0000843	K00006
OG0006925	K14771
OG0006874	K06515
OG0006405	K00476
OG0007920	K03307
OG0000910	K01510
OG0002012	K08869
OG0006924	K03327
OG0008431	K14824
OG0001137	K15362
OG0000270	K11000
OG0000946	K10436
OG0000526	K06180
OG0009827	K15335
OG0003694	K15278
OG0005930	K19375
OG0004299	K09839
OG0003719	K10848
OG0008360	K14826
OG0004626	K05728
OG0001196	K04728
OG0007100	K00008
OG0002480	K09511
OG0002679	K02967
OG0000005	K08794
OG0001203	K04688
OG0003868	K14652
OG0008804	K07407
OG0002415	K20298
OG0008784	K22614
OG0007126	K13210
OG0007012	K26938
OG0003978	K04460
OG0002825	K14290
OG0009690	K17508
OG0007885	K23257
OG0008561	K11294
OG0006934	K19600
OG0003391	K00819
OG0005210	K00226
OG0008975	K00476
OG0001151	K12460
OG0005608	K15503
OG0000459	K01768
OG0007014	K22757
OG0000448	K20606
OG0007102	K17586
OG0006131	K01115
OG0000066	K02183
OG0000735	K04954
OG0008009	K15104
OG0001297	K02492
OG0002173	K21396
OG0000850	K03018
OG0009357	K18477
OG0009463	K12608
OG0000389	K07115
OG0003266	K25058
OG0009599	K03259
OG0007521	K25656
OG0001195	K11293
OG0006046	K10860
OG0008742	K07901
OG0001325	K11152
OG0009964	K02146
OG0000016	K03686
OG0005354	K07566
OG0006642	K04371
OG0007507	K26405
OG0006102	K10739
OG0002452	K08857
OG0001451	K23733
OG0009733	K19937
OG0001023	K00543
OG0002059	K23257
OG0006632	K15450
OG0001169	K24469
OG0008799	K08857
OG0002255	K04840
OG0009584	K04125
OG0001241	K02693
OG0000886	K20526
OG0009336	K17583
OG0007903	K13761
OG0007892	K01363
OG0000211	K03686
OG0009766	K14769
OG0000035	K04955
OG0004612	K20027
OG0001005	K22857
OG0001472	K01275
OG0008039	K00326
OG0009270	K26392
OG0001774	K13045
OG0004749	K08855
OG0002549	K03456
OG0005588	K10732
OG0007696	K02183
OG0001087	K01128
OG0002905	K22555
OG0001454	K04955
OG0002239	K08798
OG0001579	K10644
OG0008522	K13354
OG0009787	K08220
OG0009637	K00008
OG0002561	K12618
OG0009226	K10457
OG0003809	K27624
OG0000227	K07937
OG0000869	K16219
OG0008928	K12339
OG0000411	K02114
OG0009001	K16482
OG0009266	K11438
OG0003031	K22443
OG0009647	K00472
OG0009678	K01007
OG0000899	K02880
OG0009788	K17500
OG0000019	K08585
OG0004129	K13126
OG0006646	K11481
OG0000211	K09503
OG0002317	K19029
OG0005167	K21440
OG0003988	K06180
OG0001511	K22544
OG0000101	K20718
OG0009917	K05609
OG0002797	K03816
OG0001053	K25230
OG0003270	K18710
OG0005291	K11996
OG0008449	K13110
OG0008267	K24943
OG0001365	K27705
OG0001861	K02519
OG0007965	K09571
OG0008251	K11414
OG0005609	K23330
OG0009032	K13526
OG0000599	K04487
OG0003390	K04843
OG0001469	K08341
OG0010112	K15042
OG0006950	K12580
OG0003510	K01230
OG0000791	K22684
OG0000319	K13412
OG0004276	K15335
OG0009953	K08150
OG0004461	K00517
OG0004527	K15111
OG0003508	K08585
OG0008716	K04460
OG0000682	K00469
OG0000821	K15710
OG0001145	K16726
OG0008537	K14213
OG0008127	K25808
OG0001471	K12440
OG0002913	K12483
OG0005555	K09571
OG0007179	K17263
OG0009587	K01469
OG0003608	K07300
OG0002906	K15414
OG0007233	K09553
OG0004646	K13412
OG0003519	K13619
OG0008226	K11426
OG0001987	K23490
OG0004622	K20600
OG0005819	K06287
OG0003722	K06096
OG0004498	K05665
OG0000176	K14683
OG0001982	K02210
OG0003590	K22763
OG0001654	K14950
OG0002379	K09255
OG0009404	K01379
OG0000515	K06215
OG0007950	K10424
OG0000620	K16726
OG0002577	K02730
OG0004696	K01507
OG0005017	K01760
OG0004183	K03929
OG0008736	K01922
OG0007623	K08764
OG0004041	K12831
OG0000043	K06180
OG0005706	K02835
OG0005016	K08994
OG0002644	K04711
OG0006474	K15109
OG0000254	K08997
OG0008101	K03439
OG0001135	K03152
OG0009337	K15112
OG0007224	K03355
OG0007915	K07300
OG0007498	K01204
OG0000546	K18670
OG0007644	K10635
OG0010114	K25656
OG0005835	K17632
OG0007840	K00611
OG0002617	K13953
OG0000499	K15654
OG0008822	K09181
OG0001981	K12816
OG0003115	K10589
OG0009522	K17506
OG0009934	K15110
OG0007315	K16219
OG0000901	K00931
OG0006529	K25380
OG0002948	K05857
OG0009387	K18740
OG0007138	K11253
OG0001966	K01937
OG0000830	K13448
OG0009564	K17943
OG0006571	K15837
OG0007086	K09839
OG0002874	K06969
OG0006445	K01265
OG0005257	K01673
OG0003193	K09255
OG0002849	K22382
OG0008330	K03686
OG0001335	K16462
OG0003344	K01895
OG0004338	K20242
OG0002902	K23490
OG0005445	K01755
OG0005050	K00981
OG0009605	K14972
OG0008930	K10477
OG0000274	K05692
OG0005702	K14403
OG0001880	K09635
OG0007236	K06221
OG0007659	K12486
OG0008724	K15111
OG0006171	K20280
OG0008976	K23334
OG0008098	K11968
OG0006745	K00254
OG0003402	K08017
OG0008259	K00972
OG0007276	K03979
OG0005777	K01076
OG0003193	K10799
OG0008523	K13617
OG0000119	K24730
OG0000028	K10401
OG0009096	K10900
OG0004126	K00318
OG0009694	K18423
OG0004124	K15100
OG0007247	K16465
OG0001694	K11717
OG0009639	K08829
OG0006881	K08151
OG0001293	K01201
OG0000840	K17500
OG0000605	K22753
OG0006844	K15112
OG0002694	K15100
OG0009256	K16582
OG0004866	K10534
OG0005378	K20180
OG0003891	K17914
OG0009409	K13239
OG0006146	K05757
OG0003513	K24939
OG0001312	K01784
OG0007130	K05016
OG0004756	K15429
OG0006271	K19329
OG0003162	K00700
OG0009004	K15336
OG0006071	K09272
OG0001656	K19941
OG0002033	K01527
OG0003958	K08827
OG0000115	K12835
OG0000164	K01006
OG0000029	K16285
OG0008814	K03977
OG0003954	K04799
OG0001334	K04840
OG0006044	K11594
OG0007489	K05323
OG0000796	K01188
OG0007432	K09537
OG0001247	K15282
OG0004663	K13806
OG0009479	K08900
OG0000400	K03102
OG0007780	K00974
OG0008255	K00464
OG0001231	K10380
OG0001009	K14004
OG0001348	K14944
OG0007382	K06269
OG0004219	K15047
OG0008365	K00327
OG0007683	K22470
OG0005980	K19919
OG0003934	K17938
OG0008925	K06100
OG0006994	K05954
OG0005056	K23538
OG0004571	K07404
OG0006564	K11426
OG0008586	K01054
OG0008847	K21440
OG0003717	K17278
OG0009323	K15259
OG0005969	K10456
OG0003760	K04855
OG0009723	K14538
OG0004250	K24041
OG0009939	K00556
OG0009748	K04855
OG0003751	K12132
OG0003328	K06999
OG0000450	K09874
OG0000040	K12132
OG0009770	K08869
OG0008125	K05692
OG0000128	K20093
OG0004590	K09578
OG0009139	K13412
OG0008118	K19329
OG0000215	K01537
OG0001721	K00922
OG0005579	K09567
OG0008612	K08869
OG0009744	K24392
OG0009597	K14288
OG0008873	K17790
OG0009242	K01112
OG0001325	K11162
OG0002504	K00765
OG0009157	K03772
OG0001262	K22721
OG0010110	K04840
OG0006005	K10455
OG0006572	K01724
OG0008670	K14786
OG0000236	K09255
OG0008264	K01487
OG0003008	K10485
OG0003910	K07152
OG0009212	K25460
OG0009370	K03294
OG0005408	K10747
OG0007132	K09571
OG0003942	K00036
OG0000421	K00873
OG0009807	K11169
OG0008049	K03524
OG0009569	K02218
OG0000019	K08576
OG0007421	K08573
OG0004929	K08288
OG0000692	K10407
OG0007768	K03247
OG0003696	K02154
OG0000592	K02971
OG0004640	K25378
OG0004898	K18667
OG0004451	K01620
OG0003197	K19737
OG0002310	K03017
OG0001348	K13210
OG0000630	K24083
OG0003689	K01893
OG0009358	K03860
OG0001324	K10397
OG0001375	K03119
OG0003300	K01456
OG0002071	K03260
OG0005213	K26730
OG0000822	K00665
OG0001185	K00058
OG0000044	K04840
OG0005915	K20029
OG0007880	K07903
OG0003163	K11836
OG0009136	K06130
OG0006173	K01611
OG0002474	K04886
OG0005736	K06195
OG0005453	K17268
OG0005851	K05216
OG0007717	K03509
OG0000567	K01006
OG0002303	K05546
OG0007785	K17458
OG0000149	K10614
OG0002205	K04885
OG0007759	K25425
OG0002471	K11437
OG0001532	K09510
OG0007640	K07126
OG0005963	K15109
OG0007470	K13291
OG0004204	K06316
OG0002094	K14411
OG0005708	K05681
OG0004023	K01128
OG0000708	K00559
OG0009253	K09255
OG0001352	K10408
OG0003686	K11066
OG0003565	K10569
OG0001443	K01395
OG0004217	K00573
OG0006461	K00905
OG0009726	K10380
OG0008497	K10601
OG0003472	K12734
OG0004393	K19951
OG0006288	K07575
OG0007936	K14379
OG0000569	K13046
OG0003302	K00253
OG0006598	K06872
OG0000514	K04688
OG0006062	K18458
OG0006940	K05756
OG0009439	K16675
OG0005971	K00326
OG0005533	K04409
OG0007584	K19199
OG0002001	K01749
OG0009072	K27810
OG0006820	K03327
OG0005150	K24925
OG0003011	K00645
OG0007250	K06630
OG0000172	K02209
OG0001295	K25165
OG0001769	K27538
OG0000399	K10523
OG0000932	K13748
OG0009742	K09486
OG0007520	K13412
OG0002959	K07735
OG0009572	K01522
OG0002794	K16914
OG0002840	K05677
OG0001212	K09503
OG0003510	K23741
OG0003692	K22809
OG0008063	K11481
OG0002023	K15377
OG0001155	K10455
OG0005744	K06176
OG0003457	K01890
OG0002296	K13412
OG0001176	K11209
OG0006730	K12822
OG0007985	K19753
OG0010058	K09259
OG0006633	K03002
OG0004318	K20798
OG0000579	K04309
OG0007844	K15287
OG0002657	K13366
OG0000112	K02256
OG0007846	K12132
OG0006754	K05841
OG0008111	K21866
OG0001242	K05273
OG0000951	K10615
OG0008411	K20178
OG0006272	K18764
OG0008189	K08151
OG0003673	K02892
OG0005837	K14831
OG0009669	K12132
OG0002776	K03007
OG0005285	K00726
OG0006282	K08794
OG0001422	K13348
OG0002674	K09578
OG0007831	K10770
OG0009560	K12410
OG0007428	K02863
OG0009161	K13348
OG0007979	K01764
OG0003556	K02603
OG0000586	K08654
OG0008647	K03767
OG0001802	K10396
OG0007997	K00800
OG0006576	K07951
OG0001716	K08585
OG0006401	K18272
OG0006910	K13115
OG0006022	K05286
OG0008441	K08369
OG0000539	K14708
OG0003262	K00616
OG0005985	K18666
OG0004168	K12479
OG0009632	K01408
OG0000302	K00939
OG0001380	K12035
OG0002894	K08848
OG0008213	K06176
OG0006954	K00726
OG0004456	K01556
OG0009055	K07560
OG0008926	K09592
OG0001575	K22684
OG0002529	K01510
OG0007181	K26808
OG0002221	K14165
OG0007176	K11426
OG0001243	K13179
OG0010149	K08568
OG0004351	K03686
OG0008170	K03145
OG0000290	K02132
OG0002426	K15503
OG0004904	K11600
OG0000431	K08582
OG0005061	K12813
OG0003473	K00606
OG0004733	K01478
OG0009656	K17260
OG0005734	K00142
OG0007925	K10689
OG0008663	K10406
OG0001971	K21418
OG0009040	K03564
OG0008308	K15014
OG0007529	K00227
OG0001766	K02951
OG0002079	K10575
OG0004810	K14997
OG0000165	K01382
OG0000672	K20175
OG0001095	K06941
OG0010025	K02145
OG0008071	K18789
OG0001157	K06221
OG0003969	K08287
OG0001643	K03841
OG0004628	K16914
OG0000855	K02896
OG0006772	K26544
OG0000052	K27390
OG0007345	K12132
OG0005203	K03362
OG0000439	K12323
OG0007750	K05657
OG0002270	K06147
OG0001198	K11254
OG0006234	K03022
OG0003250	K00797
OG0009326	K09680
OG0006492	K09255
OG0006059	K20607
OG0007794	K00002
OG0001328	K14787
OG0008626	K14963
OG0005072	K11162
OG0009487	K15637
OG0005305	K00854
OG0002365	K14326
OG0009764	K13412
OG0003146	K02150
OG0001380	K27393
OG0008515	K13577
OG0002221	K04459
OG0000428	K01336
OG0006187	K07950
OG0009896	K12442
OG0005116	K01379
OG0010027	K23538
OG0000830	K02183
OG0009104	K12471
OG0002877	K07126
OG0009416	K20179
OG0007481	K01127
OG0000143	K04990
OG0005162	K09577
OG0005270	K06961
OG0000728	K14413
OG0003599	K00991
OG0008061	K10455
OG0008763	K12863
OG0004753	K14843
OG0001140	K02377
OG0001054	K11088
OG0010001	K09527
OG0005261	K03249
OG0008418	K04125
OG0002068	K05546
OG0003551	K00357
OG0007724	K00699
OG0005438	K13696
OG0009657	K00759
OG0009686	K06689
OG0007177	K02183
OG0001008	K02183
OG0003738	K09259
OG0007354	K20498
OG0002706	K01255
OG0004403	K14442
OG0009985	K13288
OG0004305	K11755
OG0009631	K06176
OG0008791	K13291
OG0001126	K08994
OG0002065	K14007
OG0004552	K22145
OG0002374	K06911
OG0004639	K00604
OG0006247	K00045
OG0008179	K11434
OG0009873	K11426
OG0002150	K14407
OG0001083	K02699
OG0009734	K10860
OG0008283	K11416
OG0004564	K05841
OG0004157	K02183
OG0002352	K01784
OG0009164	K01076
OG0001996	K01640
OG0007048	K03020
OG0003297	K03768
OG0007964	K10666
OG0002194	K19496
OG0002211	K07633
OG0009231	K00459
OG0008898	K08489
OG0005465	K04955
OG0001510	K26544
OG0007658	K00901
OG0002458	K15731
OG0006085	K18752
OG0006377	K03437
OG0001427	K00381
OG0000781	K03165
OG0003191	K09255
OG0002096	K24104
OG0002011	K20359
OG0002150	K14411
OG0001245	K15502
OG0006585	K01240
OG0001839	K18740
OG0002912	K18622
OG0009913	K16675
OG0002976	K13354
OG0005619	K13217
OG0007140	K23424
OG0002621	K00803
OG0001524	K14589
OG0003282	K25426
OG0000807	K00703
OG0004948	K15336
OG0002105	K13575
OG0007962	K02183
OG0002089	K23732
OG0009736	K13830
OG0001687	K10773
OG0006666	K23257
OG0006914	K00326
OG0008551	K07300
OG0003786	K03294
OG0001569	K00939
OG0002824	K09571
OG0004504	K01410
OG0001350	K20029
OG0006238	K00939
OG0003211	K00464
OG0001614	K08855
OG0002972	K15448
OG0000270	K00706
OG0002596	K13412
OG0002910	K08869
OG0008135	K00003
OG0008021	K01480
OG0010109	K14863
OG0001566	K10165
OG0000748	K01379
OG0001260	K24485
OG0007237	K18798
OG0001434	K01834
OG0000585	K04608
OG0008560	K17609
OG0008447	K01081
OG0008067	K17302
OG0003984	K03426
OG0008914	K16066
OG0001700	K01254
OG0001955	K08906
OG0003061	K08592
OG0009450	K05016
OG0000017	K05658
OG0003107	K03284
OG0007207	K17710
OG0001221	K12132
OG0001080	K06627
OG0006972	K08794
OG0006715	K15284
OG0009549	K18551
OG0002437	K14407
OG0010134	K01142
OG0008438	K04348
OG0007790	K07571
OG0006838	K12460
OG0001152	K03686
OG0000409	K24764
OG0010160	K11130
OG0006695	K01803
OG0004668	K14416
OG0006505	K13696
OG0001084	K07126
OG0000182	K04833
OG0005366	K11090
OG0004738	K20346
OG0006915	K00967
OG0000022	K18408
OG0000983	K04892
OG0005142	K16329
OG0006853	K24123
OG0004437	K21989
OG0001863	K24680
OG0000061	K12460
OG0004042	K15537
OG0005038	K22614
OG0001155	K10442
OG0009462	K15272
OG0005299	K00812
OG0002362	K04999
OG0009783	K03514
OG0002627	K09255
OG0001267	K10324
OG0002810	K00925
OG0004071	K17839
OG0006729	K00592
OG0007636	K00700
OG0001555	K00382
OG0005281	K05522
OG0008866	K12179
OG0005779	K08884
OG0003449	K22615
OG0000821	K15192
OG0007713	K15190
OG0001078	K20174
OG0009265	K07952
OG0001360	K02923
OG0003773	K03439
OG0003780	K20793
OG0003654	K04887
OG0007384	K00002
OG0002553	K02040
OG0000865	K13953
OG0006654	K12132
OG0001266	K00820
OG0005584	K21440
OG0004138	K14841
OG0003208	K15289
OG0002671	K03294
OG0003569	K00710
OG0002135	K25896
OG0001974	K12567
OG0007090	K03686
OG0002378	K00121
OG0001017	K10380
OG0007171	K13412
OG0009364	K09648
OG0005947	K17943
OG0009606	K15191
OG0001583	K13348
OG0000191	K01738
OG0007357	K00472
OG0003917	K00248
OG0005594	K00101
OG0002058	K08811
OG0001491	K02516
OG0009317	K09595
OG0003451	K18081
OG0007044	K10799
OG0009368	K10884
OG0000881	K23539
OG0000852	K06694
OG0001409	K01689
OG0006802	K18079
OG0006735	K24485
OG0001484	K25739
OG0007565	K08292
OG0001267	K15504
OG0008945	K23978
OG0008102	K13507
OG0000894	K03178
OG0009809	K06130
OG0006041	K03648
OG0001811	K06184
OG0007197	K19755
OG0002919	K08829
OG0002167	K10635
OG0005959	K24427
OG0006578	K01657
OG0007491	K14442
OG0002708	K01934
OG0006242	K19882
OG0008401	K04711
OG0000033	K04874
OG0000991	K00116
OG0001565	K03320
OG0004043	K02938
OG0002344	K15654
OG0005829	K13412
OG0000762	K05653
OG0007782	K11984
OG0002623	K13412
OG0008609	K14724
OG0000668	K13412
OG0009406	K15656
OG0006851	K01379
OG0001100	K24205
OG0006233	K04849
OG0006630	K10580
OG0003001	K03215
OG0001775	K16675
OG0001251	K01377
OG0004816	K01377
OG0009116	K03555
OG0008109	K22614
OG0003479	K04851
OG0004881	K08585
OG0010107	K23490
OG0008454	K07126
OG0003144	K01595
OG0006379	K26678
OG0000685	K05681
OG0006330	K22138
OG0000392	K10591
OG0005696	K19755
OG0000951	K12823
OG0000401	K03065
OG0009784	K14012
OG0009293	K16746
OG0007571	K14838
OG0002497	K01913
OG0007468	K01240
OG0009634	K01379
OG0005518	K08281
OG0005041	K10364
OG0009757	K01076
OG0006390	K10260
OG0005198	K22522
OG0008534	K19612
OG0002560	K01177
OG0001817	K10629
OG0002364	K04368
OG0006325	K14721
OG0000763	K04957
OG0000274	K16575
OG0004040	K01974
OG0000999	K21396
OG0000984	K04774
OG0009112	K03145
OG0008557	K08679
OG0000783	K02327
OG0002049	K05312
OG0001520	K11338
OG0009446	K03512
OG0001676	K01923
OG0000880	K04421
OG0004358	K00898
OG0009661	K25470
OG0007518	K00922
OG0000448	K20717
OG0007524	K00726
OG0010176	K07376
OG0000007	K12432
OG0000604	K20416
OG0000775	K12389
OG0000268	K01076
OG0008634	K09571
OG0005342	K12178
OG0008062	K08287
